time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
420.00,ZY_Z,0,0,0,1.00,0.00,,
421.00,ZY_M,1,26,0,0.00,0.25,,
421.25,ZY_M,1,26,0,0.00,0.00,,
421.25,ZY01,2,26,0,1.00,0.00,,
422.25,ZY_Z,0,0,1,1.00,0.00,,
423.25,ZY02,3,26,0,1.00,0.00,FR28,
423.25,ZY03,4,26,0,1.00,0.00,FR8,
423.25,ZY04,5,26,0,3.16,0.00,FR16,MR17
423.25,ZY05,6,26,0,3.16,0.00,FR12,MR13
423.25,ZY06,7,26,0,4.00,0.00,FR24,
423.25,ZY_L,20,26,0,1.00,0.00,,
423.25,ZY_M,1,2,1,0.00,0.33,,
423.58,ZY_M,1,2,1,0.00,0.00,,
423.58,ZY01,2,2,1,1.00,0.00,,
424.58,ZY_Z,0,0,2,1.00,0.00,,
425.58,ZY02,3,2,1,1.00,0.00,FR25,
425.58,ZY03,4,2,1,1.00,0.00,FR5,
425.58,ZY04,5,2,1,3.06,0.00,FR13,MR14
425.58,ZY05,6,2,1,3.06,0.00,FR9,MR10
425.58,ZY06,7,2,1,4.00,0.00,FR21,
425.58,ZY_L,20,2,1,1.00,0.00,,
425.58,ZY_M,1,4,2,0.00,0.35,,
425.93,ZY_M,1,4,2,0.00,0.00,,
425.93,ZY01,2,4,2,1.00,0.00,,
426.93,ZY_Z,0,0,3,1.00,0.00,,
427.25,ZY02,3,4,2,1.00,0.00,FR25,
427.25,ZY03,4,4,2,1.00,0.00,FR5,
427.25,ZY04,5,4,2,3.20,0.00,FR13,MR16
427.25,ZY05,6,4,2,3.20,0.00,FR9,MR12
427.25,ZY06,7,4,2,4.00,0.00,FR21,
427.25,ZY_L,20,4,2,1.00,0.00,,
427.25,ZY_M,1,19,0,0.00,0.11,,
427.35,ZY01,2,19,0,1.00,0.00,,
427.35,ZY07,8,19,0,2.11,0.00,FR19,MR08
427.35,ZY08,9,19,0,1.00,0.00,,
427.35,ZY09,10,19,0,2.00,0.00,FR23,
427.35,ZY10,11,19,0,16.00,0.00,FR3,
427.35,ZY13,14,19,0,1.00,0.00,,
427.35,ZY_T,21,19,0,0.11,0.00,,MR20
427.93,ZY_M,1,26,3,0.00,0.25,,
428.18,ZY_M,1,26,3,0.00,0.00,,
428.18,ZY01,2,26,3,1.00,0.00,,
428.18,ZY_Z,0,0,4,1.00,0.00,,
429.18,ZY_M,1,25,4,0.00,0.23,,
429.41,ZY02,3,26,3,1.00,0.00,FR28,
429.41,ZY03,4,26,3,1.00,0.00,FR8,
429.41,ZY04,5,26,3,3.00,0.00,FR16,MR17
429.41,ZY05,6,26,3,3.00,0.00,FR12,MR13
429.41,ZY06,7,26,3,4.00,0.00,FR24,
429.41,ZY_L,20,26,3,1.00,0.00,,
