time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
420.00,ZY_Z,0,0,0,1.00,0.00,,
421.00,ZY_M,1,9,0,0.00,0.21,,
421.21,ZY_M,1,9,0,0.00,0.00,,
421.21,ZY01,2,9,0,1.00,0.00,,
422.21,ZY_Z,0,0,1,1.00,0.00,,
423.21,ZY02,3,9,0,1.00,0.00,FR26,
423.21,ZY03,4,9,0,1.00,0.00,FR6,
423.21,ZY04,5,9,0,3.12,0.00,FR14,MR15
423.21,ZY05,6,9,0,3.12,0.00,FR10,MR11
423.21,ZY06,7,9,0,4.00,0.00,FR22,
423.21,ZY_L,20,9,0,1.00,0.00,,
423.21,ZY_M,1,15,1,0.00,0.29,,
423.50,ZY_M,1,15,1,0.00,0.00,,
423.50,ZY01,2,15,1,1.00,0.00,,
424.50,ZY_Z,0,0,2,1.00,0.00,,
425.50,ZY02,3,15,1,1.00,0.00,FR27,
425.50,ZY03,4,15,1,1.00,0.00,FR7,
425.50,ZY04,5,15,1,3.00,0.00,FR15,MR16
425.50,ZY05,6,15,1,3.00,0.00,FR11,MR12
425.50,ZY06,7,15,1,4.00,0.00,FR23,
425.50,ZY_L,20,15,1,1.00,0.00,,
425.50,ZY_M,1,19,2,0.00,0.31,,
425.81,ZY_M,1,19,2,0.00,0.00,,
425.81,ZY01,2,19,2,1.00,0.00,,
426.81,ZY_Z,0,0,3,1.00,0.00,,
427.21,ZY02,3,19,2,1.00,0.00,FR27,
427.21,ZY03,4,19,2,1.00,0.00,FR7,
427.21,ZY04,5,19,2,3.28,0.00,FR15,MR17
427.21,ZY05,6,19,2,3.28,0.00,FR11,MR13
427.21,ZY06,7,19,2,4.00,0.00,FR23,
427.21,ZY_L,20,19,2,1.00,0.00,,
427.21,ZY_M,1,26,0,0.00,0.27,,
427.48,ZY01,2,26,0,1.00,0.00,,
427.48,ZY07,8,26,0,2.16,0.00,FR20,MR09
427.48,ZY08,9,26,0,1.00,0.00,,
427.48,ZY09,10,26,0,2.00,0.00,FR24,
427.48,ZY10,11,26,0,16.00,0.00,FR4,
427.48,ZY13,14,26,0,1.00,0.00,,
427.48,ZY_T,21,26,0,0.16,0.00,,MR21
427.81,ZY_M,1,9,3,0.00,0.21,,
428.02,ZY_M,1,9,3,0.00,0.00,,
428.02,ZY01,2,9,3,1.00,0.00,,
428.02,ZY_Z,0,0,4,1.00,0.00,,
429.02,ZY_M,1,12,4,0.00,0.09,,
429.11,ZY02,3,9,3,1.00,0.00,FR26,
429.11,ZY03,4,9,3,1.00,0.00,FR6,
429.11,ZY04,5,9,3,3.00,0.00,FR14,MR15
429.11,ZY05,6,9,3,3.00,0.00,FR10,MR11
429.11,ZY06,7,9,3,4.00,0.00,FR22,
429.11,ZY_L,20,9,3,1.00,0.00,,
429.11,ZY_M,1,12,4,0.00,0.00,,
429.11,ZY01,2,12,4,1.00,0.00,,
429.50,ZY_M,1,2,1,0.00,0.17,,
429.67,ZY01,2,2,1,1.00,0.00,,
429.67,ZY07,8,2,1,2.06,0.00,FR17,MR06
429.67,ZY08,9,2,1,1.00,0.00,,
429.67,ZY09,10,2,1,2.00,0.00,FR21,
429.67,ZY10,11,2,1,16.00,0.00,FR1,
429.67,ZY13,14,2,1,1.00,0.00,,
429.67,ZY_T,21,2,1,0.06,0.00,,MR18
430.11,ZY_Z,0,0,5,1.00,0.00,,
431.11,ZY02,3,12,4,1.00,0.00,FR26,
431.11,ZY03,4,12,4,1.00,0.00,FR6,
431.11,ZY04,5,12,4,3.35,0.00,FR14,MR14
431.11,ZY05,6,12,4,3.35,0.00,FR10,MR10
431.11,ZY06,7,12,4,4.00,0.00,FR22,
431.11,ZY_L,20,12,4,1.00,0.00,,
431.11,ZY_M,1,15,5,0.00,0.29,,
431.21,ZY_M,1,25,2,0.00,0.10,,
431.31,ZY01,2,25,2,1.00,0.00,,
431.31,ZY07,8,25,2,2.20,0.00,FR20,MR08
431.31,ZY08,9,25,2,1.00,0.00,,
431.31,ZY09,10,25,2,2.00,0.00,FR24,
431.31,ZY10,11,25,2,16.00,0.00,FR4,
431.31,ZY13,14,25,2,1.00,0.00,,
431.31,ZY_T,21,25,2,0.20,0.00,,MR20
431.40,ZY_M,1,15,5,0.00,0.00,,
431.40,ZY01,2,15,5,1.00,0.00,,
432.40,ZY_Z,0,0,6,1.00,0.00,,
433.11,ZY02,3,15,5,1.00,0.00,FR27,
