time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
420.00,ZY_Z,0,0,0,1.00,0.00,,
421.00,ZY_M,1,4,0,0.00,0.35,,
421.35,ZY_M,1,4,0,0.00,0.00,,
421.35,ZY01,2,4,0,1.00,0.00,,
422.35,ZY_Z,0,0,1,1.00,0.00,,
423.35,ZY02,3,4,0,1.00,0.00,FR25,
423.35,ZY03,4,4,0,1.00,0.00,FR5,
423.35,ZY04,5,4,0,3.16,0.00,FR13,MR14
423.35,ZY05,6,4,0,3.16,0.00,FR9,MR10
423.35,ZY06,7,4,0,4.00,0.00,FR21,
423.35,ZY_L,20,4,0,1.00,0.00,,
423.35,ZY_M,1,15,1,0.00,0.29,,
423.64,ZY_M,1,15,1,0.00,0.00,,
423.64,ZY01,2,15,1,1.00,0.00,,
424.64,ZY_Z,0,0,2,1.00,0.00,,
425.64,ZY02,3,15,1,1.00,0.00,FR27,
425.64,ZY03,4,15,1,1.00,0.00,FR7,
425.64,ZY04,5,15,1,3.00,0.00,FR15,MR16
425.64,ZY05,6,15,1,3.00,0.00,FR11,MR12
425.64,ZY06,7,15,1,4.00,0.00,FR23,
425.64,ZY_L,20,15,1,1.00,0.00,,
425.64,ZY_M,1,10,2,0.00,0.16,,
425.81,ZY_M,1,10,2,0.00,0.00,,
425.81,ZY01,2,10,2,1.00,0.00,,
426.81,ZY_Z,0,0,3,1.00,0.00,,
427.35,ZY02,3,10,2,1.00,0.00,FR26,
427.35,ZY03,4,10,2,1.00,0.00,FR6,
427.35,ZY04,5,10,2,3.12,0.00,FR14,MR15
427.35,ZY05,6,10,2,3.12,0.00,FR10,MR11
427.35,ZY06,7,10,2,4.00,0.00,FR22,
427.35,ZY_L,20,10,2,1.00,0.00,,
427.81,ZY01,2,4,0,1.00,0.00,,
427.81,ZY07,8,4,0,2.16,0.00,FR17,MR06
427.81,ZY08,9,4,0,1.00,0.00,,
427.81,ZY09,10,4,0,2.00,0.00,FR21,
427.81,ZY10,11,4,0,16.00,0.00,FR1,
427.81,ZY13,14,4,0,1.00,0.00,,
427.81,ZY_T,21,4,0,0.16,0.00,,MR18
427.81,ZY_M,1,11,3,0.00,0.13,,
427.94,ZY_M,1,11,3,0.00,0.00,,
427.94,ZY01,2,11,3,1.00,0.00,,
428.94,ZY_Z,0,0,4,1.00,0.00,,
429.64,ZY02,3,11,3,1.00,0.00,FR26,
429.64,ZY03,4,11,3,1.00,0.00,FR6,
429.64,ZY04,5,11,3,3.28,0.00,FR14,MR17
429.64,ZY05,6,11,3,3.28,0.00,FR10,MR13
429.64,ZY06,7,11,3,4.00,0.00,FR22,
429.64,ZY_L,20,11,3,1.00,0.00,,
429.94,ZY01,2,15,1,1.00,0.00,,
429.94,ZY07,8,15,1,2.00,0.00,FR19,MR08
429.94,ZY08,9,15,1,1.00,0.00,,
429.94,ZY09,10,15,1,2.00,0.00,FR23,
429.94,ZY10,11,15,1,16.00,0.00,FR3,
429.94,ZY13,14,15,1,1.00,0.00,,
429.94,ZY_T,21,15,1,0.00,0.00,,MR20
429.94,ZY_M,1,8,4,0.00,0.20,,
430.14,ZY_M,1,8,4,0.00,0.00,,
430.14,ZY01,2,8,4,1.00,0.00,,
