time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
420.00,ZY_Z,0,0,0,1.00,0.00,,
421.00,ZY_M,1,4,0,0.00,0.35,,
421.35,ZY_M,1,4,0,0.00,0.00,,
421.35,ZY01,2,4,0,1.00,0.00,,
422.35,ZY_Z,0,0,1,1.00,0.00,,
423.35,ZY02,3,4,0,1.00,0.00,FR25,
423.35,ZY03,4,4,0,1.00,0.00,FR5,
423.35,ZY04,5,4,0,3.16,0.00,FR13,MR14
423.35,ZY05,6,4,0,3.16,0.00,FR9,MR10
423.35,ZY06,7,4,0,4.00,0.00,FR21,
423.35,ZY_L,20,4,0,1.00,0.00,,
423.35,ZY_M,1,26,1,0.00,0.25,,
423.60,ZY_M,1,26,1,0.00,0.00,,
423.60,ZY01,2,26,1,1.00,0.00,,
424.60,ZY_Z,0,0,2,1.00,0.00,,
425.60,ZY02,3,26,1,1.00,0.00,FR28,
425.60,ZY03,4,26,1,1.00,0.00,FR8,
425.60,ZY04,5,26,1,3.16,0.00,FR16,MR17
425.60,ZY05,6,26,1,3.16,0.00,FR12,MR13
425.60,ZY06,7,26,1,4.00,0.00,FR24,
425.60,ZY_L,20,26,1,1.00,0.00,,
425.60,ZY_M,1,15,2,0.00,0.29,,
425.89,ZY_M,1,15,2,0.00,0.00,,
425.89,ZY01,2,15,2,1.00,0.00,,
426.89,ZY_Z,0,0,3,1.00,0.00,,
427.35,ZY02,3,15,2,1.00,0.00,FR27,
427.35,ZY03,4,15,2,1.00,0.00,FR7,
427.35,ZY04,5,15,2,3.00,0.00,FR15,MR16
427.35,ZY05,6,15,2,3.00,0.00,FR11,MR12
427.35,ZY06,7,15,2,4.00,0.00,FR23,
427.35,ZY_L,20,15,2,1.00,0.00,,
427.35,ZY_M,1,21,0,0.00,0.24,,
427.59,ZY01,2,21,0,1.00,0.00,,
427.59,ZY07,8,21,0,2.22,0.00,FR19,MR08
427.59,ZY08,9,21,0,1.00,0.00,,
427.59,ZY09,10,21,0,2.00,0.00,FR23,
427.59,ZY10,11,21,0,16.00,0.00,FR3,
427.59,ZY13,14,21,0,1.00,0.00,,
427.59,ZY_T,21,21,0,0.22,0.00,,MR20
427.89,ZY_M,1,4,3,0.00,0.35,,
428.24,ZY_M,1,4,3,0.00,0.00,,
428.24,ZY01,2,4,3,1.00,0.00,,
428.24,ZY_Z,0,0,4,1.00,0.00,,
429.24,ZY_M,1,9,4,0.00,0.21,,
429.45,ZY02,3,4,3,1.00,0.00,FR25,
429.45,ZY03,4,4,3,1.00,0.00,FR5,
429.45,ZY04,5,4,3,3.00,0.00,FR13,MR14
429.45,ZY05,6,4,3,3.00,0.00,FR9,MR10
429.45,ZY06,7,4,3,4.00,0.00,FR21,
429.45,ZY_L,20,4,3,1.00,0.00,,
429.45,ZY_M,1,9,4,0.00,0.00,,
429.45,ZY01,2,9,4,1.00,0.00,,
429.60,ZY_M,1,25,1,0.00,0.03,,
429.63,ZY01,2,25,1,1.00,0.00,,
429.63,ZY07,8,25,1,2.12,0.00,FR20,MR09
429.63,ZY08,9,25,1,1.00,0.00,,
429.63,ZY09,10,25,1,2.00,0.00,FR24,
429.63,ZY10,11,25,1,16.00,0.00,FR4,
