time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
420.00,ZY_Z,0,0,0,1.00,0.00,,
421.00,ZY_M,1,8,0,0.00,0.20,,
421.20,ZY_M,1,8,0,0.00,0.00,,
421.20,ZY01,2,8,0,1.00,0.00,,
422.20,ZY_Z,0,0,1,1.00,0.00,,
423.20,ZY02,3,8,0,1.00,0.00,FR26,
423.20,ZY03,4,8,0,1.00,0.00,FR6,
423.20,ZY04,5,8,0,3.06,0.00,FR14,MR15
423.20,ZY05,6,8,0,3.06,0.00,FR10,MR11
423.20,ZY06,7,8,0,4.00,0.00,FR22,
423.20,ZY_L,20,8,0,1.00,0.00,,
423.20,ZY_M,1,17,1,0.00,0.36,,
423.56,ZY_M,1,17,1,0.00,0.00,,
423.56,ZY01,2,17,1,1.00,0.00,,
424.56,ZY_Z,0,0,2,1.00,0.00,,
425.56,ZY02,3,17,1,1.00,0.00,FR27,
425.56,ZY03,4,17,1,1.00,0.00,FR7,
425.56,ZY04,5,17,1,3.12,0.00,FR15,MR16
425.56,ZY05,6,17,1,3.12,0.00,FR11,MR12
425.56,ZY06,7,17,1,4.00,0.00,FR23,
425.56,ZY_L,20,17,1,1.00,0.00,,
425.56,ZY_M,1,19,2,0.00,0.31,,
425.88,ZY_M,1,19,2,0.00,0.00,,
425.88,ZY01,2,19,2,1.00,0.00,,
426.88,ZY_Z,0,0,3,1.00,0.00,,
427.20,ZY02,3,19,2,1.00,0.00,FR27,
427.20,ZY03,4,19,2,1.00,0.00,FR7,
427.20,ZY04,5,19,2,3.28,0.00,FR15,MR17
427.20,ZY05,6,19,2,3.28,0.00,FR11,MR13
427.20,ZY06,7,19,2,4.00,0.00,FR23,
427.20,ZY_L,20,19,2,1.00,0.00,,
427.88,ZY01,2,8,0,1.00,0.00,,
427.88,ZY07,8,8,0,2.06,0.00,FR18,MR07
427.88,ZY08,9,8,0,1.00,0.00,,
427.88,ZY09,10,8,0,2.00,0.00,FR22,
427.88,ZY10,11,8,0,16.00,0.00,FR2,
427.88,ZY13,14,8,0,1.00,0.00,,
427.88,ZY_T,21,8,0,0.06,0.00,,MR19
427.88,ZY_M,1,7,3,0.00,0.18,,
428.06,ZY_M,1,7,3,0.00,0.00,,
428.06,ZY01,2,7,3,1.00,0.00,,
428.06,ZY_Z,0,0,4,1.00,0.00,,
429.06,ZY_M,1,7,4,0.00,0.18,,
429.23,ZY02,3,7,3,1.00,0.00,FR26,
429.23,ZY03,4,7,3,1.00,0.00,FR6,
429.23,ZY04,5,7,3,3.06,0.00,FR14,MR15
429.23,ZY05,6,7,3,3.06,0.00,FR10,MR11
429.23,ZY06,7,7,3,4.00,0.00,FR22,
429.23,ZY_L,20,7,3,1.00,0.00,,
429.23,ZY_M,1,7,4,0.00,0.00,,
429.23,ZY01,2,7,4,1.00,0.00,,
430.23,ZY01,2,17,1,1.00,0.00,,
430.23,ZY07,8,17,1,2.12,0.00,FR19,MR08
430.23,ZY08,9,17,1,1.00,0.00,,
430.23,ZY09,10,17,1,2.00,0.00,FR23,
430.23,ZY10,11,17,1,16.00,0.00,FR3,
430.23,ZY13,14,17,1,1.00,0.00,,
430.23,ZY_T,21,17,1,0.12,0.00,,MR20
430.23,ZY_Z,0,0,5,1.00,0.00,,
431.20,ZY02,3,7,4,1.00,0.00,FR26,
431.20,ZY03,4,7,4,1.00,0.00,FR6,
431.20,ZY04,5,7,4,3.28,0.00,FR14,MR14
431.20,ZY05,6,7,4,3.28,0.00,FR10,MR10
431.20,ZY06,7,7,4,4.23,0.00,,MR04
431.20,ZY_L,20,7,4,1.00,0.00,,
431.23,ZY01,2,19,2,1.00,0.00,,
431.23,ZY07,8,19,2,2.28,0.00,FR19,MR09
431.23,ZY08,9,19,2,1.00,0.00,,
431.23,ZY09,10,19,2,2.00,0.00,FR23,
431.23,ZY10,11,19,2,16.00,0.00,FR3,
431.23,ZY13,14,19,2,1.00,0.00,,
431.23,ZY_T,21,19,2,0.28,0.00,,MR21
431.23,ZY_M,1,11,5,0.00,0.13,,
431.37,ZY_M,1,11,5,0.00,0.00,,
431.37,ZY01,2,11,5,1.00,0.00,,
432.37,ZY_Z,0,0,6,1.00,0.00,,
433.23,ZY02,3,11,5,1.00,0.00,FR26,
433.23,ZY03,4,11,5,1.00,0.00,FR6,
433.23,ZY04,5,11,5,3.11,0.00,FR14,MR15
433.23,ZY05,6,11,5,3.11,0.00,FR10,MR11
433.23,ZY06,7,11,5,4.00,0.00,FR22,
433.23,ZY_L,20,11,5,1.00,0.00,,
433.37,ZY01,2,7,3,1.00,0.00,,
433.37,ZY07,8,7,3,2.28,0.00,FR18,MR06
433.37,ZY08,9,7,3,1.00,0.00,,
433.37,ZY10,11,7,3,16.00,0.00,FR2,
433.37,ZY13,14,7,3,1.00,0.00,,
433.37,ZY_T,21,7,3,0.28,0.00,,MR18
433.37,ZY_M,1,5,6,0.00,0.32,,
433.68,ZY_M,1,5,6,0.00,0.00,,
433.68,ZY01,2,5,6,1.00,0.00,,
434.68,ZY_Z,0,0,7,1.00,0.00,,
435.43,ZY02,3,5,6,1.00,0.00,FR25,
435.43,ZY03,4,5,6,1.00,0.00,FR5,
435.43,ZY04,5,5,6,3.18,0.00,FR13,MR16
435.43,ZY05,6,5,6,3.18,0.00,FR9,MR12
435.43,ZY06,7,5,6,4.00,0.00,FR21,
435.43,ZY_L,20,5,6,1.00,0.00,,
435.68,ZY01,2,7,4,1.00,0.00,,
435.68,ZY08,9,7,4,1.00,0.00,,
435.68,ZY09,10,7,4,2.00,0.00,,MR04
435.68,ZY13,14,7,4,1.00,0.00,,
435.68,ZY_T,21,7,4,0.30,0.00,,MR22
435.68,ZY_M,1,26,7,0.00,0.25,,
435.93,ZY_M,1,26,7,0.00,0.00,,
435.93,ZY01,2,26,7,1.00,0.00,,
436.93,ZY_Z,0,0,8,1.00,0.00,,
437.23,ZY02,3,26,7,1.00,0.00,FR28,
437.23,ZY03,4,26,7,1.00,0.00,FR8,
437.23,ZY04,5,26,7,3.18,0.00,FR16,MR17
437.23,ZY05,6,26,7,3.18,0.00,FR12,MR13
437.23,ZY06,7,26,7,4.00,0.00,FR24,
437.23,ZY_L,20,26,7,1.00,0.00,,
437.68,ZY01,2,11,5,1.00,0.00,,
437.68,ZY08,9,11,5,1.00,0.00,,
437.68,ZY09,10,11,5,2.00,0.00,FR22,
437.68,ZY13,14,11,5,1.00,0.00,,
437.68,ZY_T,21,11,5,0.11,0.00,,MR22
437.93,ZY11,12,7,4,1.00,0.00,,
437.93,ZY12,13,7,4,12.07,0.00,,
437.93,ZY_M,1,3,8,0.00,0.36,,
438.29,ZY_M,1,3,8,0.00,0.00,,
438.29,ZY01,2,3,8,1.00,0.00,,
438.29,ZY_Z,0,0,9,1.00,0.00,,
439.29,ZY_M,1,3,9,0.00,0.36,,
439.43,ZY02,3,3,8,1.00,0.00,FR25,
439.43,ZY03,4,3,8,1.00,0.00,FR5,
439.43,ZY04,5,3,8,3.12,0.00,FR13,MR16
439.43,ZY05,6,3,8,3.12,0.00,FR9,MR12
439.43,ZY06,7,3,8,4.00,0.00,FR21,
439.43,ZY_L,20,3,8,1.00,0.00,,
439.43,ZY_M,1,5,9,0.00,0.32,,
439.68,ZY01,2,5,6,1.00,0.00,,
439.68,ZY08,9,5,6,1.00,0.00,,
439.68,ZY09,10,5,6,2.00,0.00,FR21,
439.68,ZY10,11,5,6,10.32,0.00,FR1,
439.68,ZY13,14,5,6,1.00,0.00,,
439.68,ZY_T,21,5,6,0.35,0.00,,MR22
439.68,ZY_M,1,11,9,0.00,0.13,,
439.82,ZY11,12,11,5,1.00,0.00,,
439.82,ZY12,13,11,5,20.00,0.00,,
439.82,ZY_M,1,11,9,0.00,0.00,,
439.82,ZY01,2,11,9,1.00,0.00,,
440.82,ZY_Z,0,0,10,1.00,0.00,,
441.23,ZY02,3,11,9,1.00,0.00,FR26,
441.23,ZY03,4,11,9,1.00,0.00,FR6,
441.23,ZY04,5,11,9,3.00,0.00,FR14,MR15
441.23,ZY05,6,11,9,3.00,0.00,FR10,MR11
441.23,ZY06,7,11,9,4.00,0.00,FR22,
441.23,ZY_L,20,11,9,1.00,0.00,,
441.82,ZY01,2,26,7,1.00,0.00,,
441.82,ZY08,9,26,7,1.00,0.00,,
441.82,ZY09,10,26,7,2.00,0.00,FR24,
441.82,ZY10,11,26,7,16.00,0.00,FR4,
441.82,ZY13,14,26,7,1.00,0.00,,
441.82,ZY_T,21,26,7,0.41,0.00,,MR23
441.82,ZY_M,1,14,10,0.00,0.15,,
441.97,ZY_M,1,14,10,0.00,0.00,,
441.97,ZY01,2,14,10,1.00,0.00,,
442.97,ZY_Z,0,0,11,1.00,0.00,,
443.43,ZY02,3,14,10,1.00,0.00,FR26,
443.43,ZY03,4,14,10,1.00,0.00,FR6,
443.43,ZY04,5,14,10,3.23,0.00,FR14,MR14
443.43,ZY05,6,14,10,3.23,0.00,FR10,MR10
443.43,ZY06,7,14,10,4.23,0.00,,MR04
443.43,ZY_L,20,14,10,1.00,0.00,,
443.43,ZY_M,1,27,8,0.00,0.33,,
443.76,ZY01,2,27,8,1.00,0.00,,
443.76,ZY08,9,27,8,1.00,0.00,,
443.76,ZY09,10,27,8,2.00,0.00,FR24,
443.76,ZY10,11,27,8,16.00,0.00,FR4,
443.76,ZY13,14,27,8,1.00,0.00,,
443.76,ZY_T,21,27,8,0.42,0.00,,MR24
443.97,ZY11,12,8,0,1.00,0.00,,
443.97,ZY12,13,8,0,6.03,0.00,,
443.97,ZY_M,1,3,11,0.00,0.36,,
444.32,ZY_M,1,3,11,0.00,0.00,,
444.32,ZY01,2,3,11,1.00,0.00,,
445.32,ZY01,2,11,9,1.00,0.00,,
445.32,ZY07,8,11,9,2.12,0.00,FR18,MR07
445.32,ZY08,9,11,9,1.00,0.00,,
445.32,ZY09,10,11,9,2.00,0.00,FR22,
445.32,ZY10,11,11,9,16.00,0.00,FR2,
445.32,ZY13,14,11,9,1.00,0.00,,
445.32,ZY_T,21,11,9,0.12,0.00,,MR19
446.23,ZY02,3,3,11,1.00,0.00,FR25,
446.23,ZY03,4,3,11,1.00,0.00,FR5,
446.23,ZY04,5,3,11,3.00,0.00,FR13,MR16
446.23,ZY05,6,3,11,3.00,0.00,FR9,MR12
446.23,ZY06,7,3,11,4.00,0.00,FR21,
446.23,ZY_L,20,3,11,1.00,0.00,,
447.23,ZY11,12,17,1,1.00,0.00,,
447.23,ZY12,13,17,1,20.00,0.00,,
