time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
420.00,ZY_Z,0,0,0,1.00,0.00,,
421.00,ZY_M,1,28,0,0.00,0.23,,
421.23,ZY_M,1,28,0,0.00,0.00,,
421.23,ZY01,2,28,0,1.00,0.00,,
422.23,ZY_Z,0,0,1,1.00,0.00,,
423.23,ZY02,3,28,0,1.00,0.00,FR28,
423.23,ZY03,4,28,0,1.00,0.00,FR8,
423.23,ZY04,5,28,0,3.17,0.00,FR16,MR17
423.23,ZY05,6,28,0,3.17,0.00,FR12,MR13
423.23,ZY06,7,28,0,4.00,0.00,FR24,
423.23,ZY_L,20,28,0,1.00,0.00,,
423.23,ZY_M,1,15,1,0.00,0.29,,
423.52,ZY_M,1,15,1,0.00,0.00,,
423.52,ZY01,2,15,1,1.00,0.00,,
424.52,ZY_Z,0,0,2,1.00,0.00,,
425.52,ZY02,3,15,1,1.00,0.00,FR27,
425.52,ZY03,4,15,1,1.00,0.00,FR7,
425.52,ZY04,5,15,1,3.00,0.00,FR15,MR16
425.52,ZY05,6,15,1,3.00,0.00,FR11,MR12
425.52,ZY06,7,15,1,4.00,0.00,FR23,
425.52,ZY_L,20,15,1,1.00,0.00,,
425.52,ZY_M,1,27,2,0.00,0.25,,
425.77,ZY_M,1,27,2,0.00,0.00,,
425.77,ZY01,2,27,2,1.00,0.00,,
426.77,ZY_Z,0,0,3,1.00,0.00,,
427.23,ZY02,3,27,2,1.00,0.00,FR28,
427.23,ZY03,4,27,2,1.00,0.00,FR8,
427.23,ZY04,5,27,2,3.06,0.00,FR16,MR17
427.23,ZY05,6,27,2,3.06,0.00,FR12,MR13
427.23,ZY06,7,27,2,4.00,0.00,FR24,
427.23,ZY_L,20,27,2,1.00,0.00,,
427.77,ZY01,2,28,0,1.00,0.00,,
427.77,ZY07,8,28,0,2.17,0.00,FR20,MR09
427.77,ZY08,9,28,0,1.00,0.00,,
427.77,ZY09,10,28,0,2.00,0.00,FR24,
427.77,ZY10,11,28,0,16.00,0.00,FR4,
427.77,ZY13,14,28,0,1.00,0.00,,
427.77,ZY_T,21,28,0,0.17,0.00,,MR21
427.77,ZY_M,1,19,3,0.00,0.31,,
428.09,ZY_M,1,19,3,0.00,0.00,,
428.09,ZY01,2,19,3,1.00,0.00,,
428.09,ZY_Z,0,0,4,1.00,0.00,,
429.09,ZY_M,1,19,4,0.00,0.31,,
429.40,ZY02,3,19,3,1.00,0.00,FR27,
429.40,ZY03,4,19,3,1.00,0.00,FR7,
429.40,ZY04,5,19,3,3.39,0.00,FR15,MR14
429.40,ZY05,6,19,3,3.39,0.00,FR11,MR10
429.40,ZY06,7,19,3,4.00,0.00,FR23,
429.40,ZY_L,20,19,3,1.00,0.00,,
429.40,ZY_M,1,19,4,0.00,0.00,,
429.40,ZY01,2,19,4,1.00,0.00,,
430.40,ZY01,2,15,1,1.00,0.00,,
430.40,ZY07,8,15,1,2.00,0.00,FR19,MR08
430.40,ZY08,9,15,1,1.00,0.00,,
430.40,ZY09,10,15,1,2.00,0.00,FR23,
430.40,ZY10,11,15,1,16.00,0.00,FR3,
430.40,ZY13,14,15,1,1.00,0.00,,
430.40,ZY_T,21,15,1,0.00,0.00,,MR20
430.40,ZY_Z,0,0,5,1.00,0.00,,
431.23,ZY02,3,19,4,1.00,0.00,FR27,
431.23,ZY03,4,19,4,1.00,0.00,FR7,
431.23,ZY04,5,19,4,3.11,0.00,FR15,MR16
431.23,ZY05,6,19,4,3.11,0.00,FR11,MR12
431.23,ZY06,7,19,4,4.31,0.00,,MR04
431.23,ZY_L,20,19,4,1.00,0.00,,
431.40,ZY01,2,27,2,1.00,0.00,,
431.40,ZY07,8,27,2,2.55,0.00,FR20,MR06
431.40,ZY08,9,27,2,1.00,0.00,,
431.40,ZY09,10,27,2,2.00,0.00,FR24,
431.40,ZY10,11,27,2,16.00,0.00,FR4,
431.40,ZY13,14,27,2,1.00,0.00,,
431.40,ZY_T,21,27,2,0.42,0.00,,MR22
431.40,ZY_M,1,6,5,0.00,0.28,,
431.68,ZY_M,1,6,5,0.00,0.00,,
431.68,ZY01,2,6,5,1.00,0.00,,
432.68,ZY_Z,0,0,6,1.00,0.00,,
433.40,ZY02,3,6,5,1.00,0.00,FR25,
433.40,ZY03,4,6,5,1.00,0.00,FR5,
433.40,ZY04,5,6,5,3.22,0.00,FR13,MR14
433.40,ZY05,6,6,5,3.22,0.00,FR9,MR10
433.40,ZY06,7,6,5,4.00,0.00,FR21,
433.40,ZY_L,20,6,5,1.00,0.00,,
433.68,ZY01,2,19,3,1.00,0.00,,
433.68,ZY07,8,19,3,2.52,0.00,FR19,MR07
433.68,ZY08,9,19,3,1.00,0.00,,
433.68,ZY09,10,19,3,2.00,0.00,FR23,
433.68,ZY10,11,19,3,16.00,0.00,FR3,
433.68,ZY13,14,19,3,1.00,0.00,,
433.68,ZY_T,21,19,3,0.39,0.00,,MR18
433.68,ZY_M,1,18,6,0.00,0.34,,
434.03,ZY_M,1,18,6,0.00,0.00,,
434.03,ZY01,2,18,6,1.00,0.00,,
434.03,ZY_Z,0,0,7,1.00,0.00,,
435.03,ZY_M,1,18,7,0.00,0.34,,
435.37,ZY02,3,18,6,1.00,0.00,FR27,
435.37,ZY03,4,18,6,1.00,0.00,FR7,
435.37,ZY04,5,18,6,3.30,0.00,FR15,MR17
435.37,ZY05,6,18,6,3.30,0.00,FR11,MR13
435.37,ZY_L,20,18,6,1.00,0.00,,
435.37,ZY_M,1,18,7,0.00,0.00,,
435.37,ZY01,2,18,7,1.00,0.00,,
436.37,ZY01,2,19,4,1.00,0.00,,
436.37,ZY08,9,19,4,1.00,0.00,,
436.37,ZY09,10,19,4,2.00,0.00,,MR04
436.37,ZY13,14,19,4,1.00,0.00,,
436.37,ZY_T,21,19,4,0.52,0.00,,MR23
436.37,ZY_Z,0,0,8,1.00,0.00,,
437.37,ZY02,3,18,7,1.00,0.00,FR27,
437.37,ZY03,4,18,7,1.00,0.00,FR7,
437.37,ZY04,5,18,7,3.06,0.00,FR15,MR16
437.37,ZY05,6,18,7,3.06,0.00,FR11,MR12
437.37,ZY_L,20,18,7,1.00,0.00,,
437.37,ZY_M,1,22,8,0.00,0.37,,
437.40,ZY_M,1,6,8,0.00,0.28,,
437.68,ZY01,2,6,5,1.00,0.00,,
437.68,ZY08,9,6,5,1.00,0.00,,
437.68,ZY09,10,6,5,2.00,0.00,FR21,
437.68,ZY10,11,6,5,16.00,0.00,FR1,
437.68,ZY13,14,6,5,1.00,0.00,,
437.68,ZY_T,21,6,5,0.36,0.00,,MR19
437.68,ZY_M,1,6,8,0.00,0.00,,
437.68,ZY01,2,6,8,1.00,0.00,,
438.37,ZY_Z,0,0,9,1.00,0.00,,
438.67,ZY11,12,19,4,1.00,0.00,,
438.67,ZY12,13,19,4,20.00,0.00,,
438.68,ZY01,2,18,6,1.00,0.00,,
438.68,ZY08,9,18,6,1.00,0.00,,
438.68,ZY13,14,18,6,1.00,0.00,,
438.68,ZY_T,21,18,6,0.06,0.00,,MR23
439.37,ZY02,3,6,8,1.00,0.00,FR25,
439.37,ZY03,4,6,8,1.00,0.00,FR5,
439.37,ZY04,5,6,8,3.00,0.00,FR13,MR14
439.37,ZY05,6,6,8,3.00,0.00,FR9,MR10
439.37,ZY06,7,6,8,4.00,0.00,FR21,
