time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
420.00,ZY_Z,0,0,0,1.00,0.00,,
421.00,ZY_M,1,18,0,0.00,0.34,,
421.34,ZY_M,1,18,0,0.00,0.00,,
421.34,ZY01,2,18,0,1.00,0.00,,
422.34,ZY_Z,0,0,1,1.00,0.00,,
423.34,ZY02,3,18,0,1.00,0.00,FR27,
423.34,ZY03,4,18,0,1.00,0.00,FR7,
423.34,ZY04,5,18,0,3.12,0.00,FR15,MR16
423.34,ZY05,6,18,0,3.12,0.00,FR11,MR12
423.34,ZY06,7,18,0,4.00,0.00,FR23,
423.34,ZY_L,20,18,0,1.00,0.00,,
423.34,ZY_M,1,10,1,0.00,0.16,,
423.51,ZY_M,1,10,1,0.00,0.00,,
423.51,ZY01,2,10,1,1.00,0.00,,
424.51,ZY_Z,0,0,2,1.00,0.00,,
425.51,ZY02,3,10,1,1.00,0.00,FR26,
425.51,ZY03,4,10,1,1.00,0.00,FR6,
425.51,ZY04,5,10,1,3.12,0.00,FR14,MR15
425.51,ZY05,6,10,1,3.12,0.00,FR10,MR11
425.51,ZY06,7,10,1,4.00,0.00,FR22,
425.51,ZY_L,20,10,1,1.00,0.00,,
425.51,ZY_M,1,8,2,0.00,0.20,,
425.71,ZY_M,1,8,2,0.00,0.00,,
425.71,ZY01,2,8,2,1.00,0.00,,
426.71,ZY_Z,0,0,3,1.00,0.00,,
427.34,ZY02,3,8,2,1.00,0.00,FR26,
427.34,ZY03,4,8,2,1.00,0.00,FR6,
427.34,ZY04,5,8,2,3.23,0.00,FR14,MR14
427.34,ZY05,6,8,2,3.23,0.00,FR10,MR10
427.34,ZY06,7,8,2,4.00,0.00,FR22,
427.34,ZY_L,20,8,2,1.00,0.00,,
427.34,ZY_M,1,23,0,0.00,0.20,,
427.55,ZY01,2,23,0,1.00,0.00,,
427.55,ZY07,8,23,0,2.00,0.00,FR20,MR09
427.55,ZY08,9,23,0,1.00,0.00,,
427.55,ZY09,10,23,0,2.00,0.00,FR24,
427.55,ZY10,11,23,0,16.00,0.00,FR4,
427.55,ZY13,14,23,0,1.00,0.00,,
427.55,ZY_T,21,23,0,0.00,0.00,,MR21
427.71,ZY_M,1,18,3,0.00,0.34,,
428.05,ZY_M,1,18,3,0.00,0.00,,
428.05,ZY01,2,18,3,1.00,0.00,,
428.05,ZY_Z,0,0,4,1.00,0.00,,
429.05,ZY_M,1,3,4,0.00,0.36,,
429.41,ZY02,3,18,3,1.00,0.00,FR27,
429.41,ZY03,4,18,3,1.00,0.00,FR7,
429.41,ZY04,5,18,3,3.00,0.00,FR15,MR16
429.41,ZY05,6,18,3,3.00,0.00,FR11,MR12
429.41,ZY06,7,18,3,4.00,0.00,FR23,
429.41,ZY_L,20,18,3,1.00,0.00,,
429.41,ZY_M,1,3,4,0.00,0.00,,
429.41,ZY01,2,3,4,1.00,0.00,,
429.51,ZY_M,1,19,1,0.00,0.24,,
429.75,ZY01,2,19,1,1.00,0.00,,
429.75,ZY07,8,19,1,2.11,0.00,FR19,MR08
429.75,ZY08,9,19,1,1.00,0.00,,
429.75,ZY09,10,19,1,2.00,0.00,FR23,
429.75,ZY10,11,19,1,16.00,0.00,FR3,
429.75,ZY13,14,19,1,1.00,0.00,,
429.75,ZY_T,21,19,1,0.11,0.00,,MR20
430.41,ZY_Z,0,0,5,1.00,0.00,,
431.34,ZY02,3,3,4,1.00,0.00,FR25,
431.34,ZY03,4,3,4,1.00,0.00,FR5,
431.34,ZY04,5,3,4,3.33,0.00,FR13,MR15
431.34,ZY05,6,3,4,3.33,0.00,FR9,MR11
431.34,ZY06,7,3,4,4.00,0.00,FR21,
431.34,ZY_L,20,3,4,1.00,0.00,,
431.34,ZY_M,1,10,2,0.00,0.07,,
431.41,ZY_M,1,8,5,0.00,0.20,,
431.41,ZY01,2,10,2,1.00,0.00,,
431.41,ZY07,8,10,2,2.12,0.00,FR18,MR07
431.41,ZY08,9,10,2,1.00,0.00,,
431.41,ZY09,10,10,2,2.00,0.00,FR22,
431.41,ZY10,11,10,2,16.00,0.00,FR2,
431.41,ZY13,14,10,2,1.00,0.00,,
431.41,ZY_T,21,10,2,0.12,0.00,,MR19
431.61,ZY_M,1,8,5,0.00,0.00,,
431.61,ZY01,2,8,5,1.00,0.00,,
433.41,ZY02,3,8,5,1.00,0.00,FR26,
433.41,ZY03,4,8,5,1.00,0.00,FR6,
433.41,ZY04,5,8,5,3.00,0.00,FR14,MR14
433.41,ZY05,6,8,5,3.00,0.00,FR10,MR10
433.41,ZY06,7,8,5,4.00,0.00,FR22,
433.41,ZY_L,20,8,5,1.00,0.00,,
433.41,ZY_M,1,15,3,0.00,0.07,,
433.48,ZY01,2,15,3,1.00,0.00,,
433.48,ZY07,8,15,3,2.28,0.00,FR19,MR06
433.48,ZY08,9,15,3,1.00,0.00,,
433.48,ZY09,10,15,3,2.00,0.00,FR23,
433.48,ZY10,11,15,3,16.00,0.00,FR3,
433.48,ZY13,14,15,3,1.00,0.00,,
433.48,ZY_T,21,15,3,0.28,0.00,,MR18
435.34,ZY_M,1,18,4,0.00,0.20,,
435.55,ZY01,2,18,4,1.00,0.00,,
435.55,ZY08,9,18,4,1.00,0.00,,
435.55,ZY09,10,18,4,2.36,0.00,,MR04
435.55,ZY13,14,18,4,1.00,0.00,,
435.55,ZY_T,21,18,4,0.57,0.00,,MR22
437.41,ZY_M,1,3,5,0.00,0.21,,
437.62,ZY01,2,3,5,1.00,0.00,,
437.62,ZY08,9,3,5,1.00,0.00,,
437.62,ZY09,10,3,5,2.00,0.00,FR21,
437.62,ZY10,11,3,5,16.00,0.00,FR1,
437.62,ZY13,14,3,5,1.00,0.00,,
437.62,ZY_T,21,3,5,0.59,0.00,,MR23
443.55,ZY11,12,18,4,1.00,0.00,,
443.55,ZY12,13,18,4,20.00,0.00,,
445.75,ZY11,12,23,0,1.00,0.00,,
445.75,ZY12,13,23,0,20.00,0.00,,
447.41,ZY11,12,19,1,1.00,0.00,,
447.41,ZY12,13,19,1,20.00,0.00,,
449.48,ZY11,12,10,2,1.00,0.00,,
449.48,ZY12,13,10,2,20.00,0.00,,
453.62,ZY11,12,15,3,1.00,0.00,,
453.62,ZY12,13,15,3,20.00,0.00,,
463.55,ZY07,8,3,5,2.25,0.00,FR17,MR06
463.55,ZY11,12,3,5,1.00,0.00,,
463.55,ZY12,13,3,5,20.00,0.00,,
465.75,ZY07,8,18,4,2.06,0.00,FR19,MR08
465.75,ZY10,11,18,4,16.00,0.00,FR3,
467.41,ZY14,15,23,0,2.00,0.00,,
469.41,ZY14,15,19,1,2.00,0.00,,
469.48,ZY15,16,23,0,5.00,0.00,,
471.41,ZY14,15,10,2,2.00,0.00,,
473.41,ZY15,16,19,1,5.00,0.00,,
473.62,ZY15,16,10,2,5.00,0.00,,
474.48,ZY14,15,15,3,2.00,0.00,,
476.48,ZY16,17,23,0,1.00,0.00,,
477.48,ZY15,16,15,3,5.00,0.00,,
478.41,ZY17,18,23,0,1.00,0.00,,
478.62,ZY16,17,19,1,1.00,0.00,,
479.41,ZY16,17,10,2,1.00,0.00,,
479.62,ZY18,19,23,0,3.00,0.00,,
480.41,ZY17,18,19,1,1.00,0.00,,
481.41,ZY17,18,10,2,1.00,0.00,,
481.75,ZY18,19,19,1,3.00,0.00,,
482.41,ZY14,15,18,4,2.00,0.00,,
482.48,ZY18,19,10,2,3.00,0.00,,
482.62,ZY16,17,15,3,1.00,0.00,,
483.62,ZY14,15,3,5,2.00,0.00,,
484.41,ZY17,18,15,3,1.00,0.00,,
484.75,ZY15,16,18,4,5.00,0.00,,
485.48,ZY18,19,15,3,3.00,0.00,,
488.48,ZY15,16,3,5,5.00,0.00,,
493.48,ZY16,17,18,4,1.00,0.00,,
493.48,ZY_Z,0,0,6,1.00,0.00,,
494.48,ZY16,17,3,5,1.00,0.00,,
494.48,ZY_Z,0,0,7,1.00,0.00,,
494.48,ZY_M,1,9,6,0.00,0.21,,
494.69,ZY17,18,18,4,1.00,0.00,,
494.69,ZY_M,1,9,6,0.00,0.00,,
494.69,ZY01,2,9,6,1.00,0.00,,
495.48,ZY_Z,0,0,8,1.00,0.00,,
495.48,ZY_M,1,25,7,0.00,0.23,,
495.69,ZY17,18,3,5,1.00,0.00,,
495.71,ZY18,19,18,4,3.00,0.00,,
495.71,ZY02,3,9,6,1.00,0.00,FR26,
495.71,ZY03,4,9,6,1.00,0.00,FR6,
495.71,ZY04,5,9,6,3.08,0.00,FR14,MR14
495.71,ZY05,6,9,6,3.08,0.00,FR10,MR10
495.71,ZY06,7,9,6,4.00,0.00,FR22,
495.71,ZY_L,20,9,6,1.00,0.00,,
495.71,ZY_M,1,25,7,0.00,0.00,,
495.71,ZY01,2,25,7,1.00,0.00,,
496.48,ZY_Z,0,0,9,1.00,0.00,,
496.48,ZY_M,1,28,8,0.00,0.23,,
496.71,ZY18,19,3,5,3.00,0.00,,
496.71,ZY02,3,25,7,1.00,0.00,FR28,
496.71,ZY03,4,25,7,1.00,0.00,FR8,
496.71,ZY04,5,25,7,3.12,0.00,FR16,MR17
496.71,ZY05,6,25,7,3.12,0.00,FR12,MR13
496.71,ZY06,7,25,7,4.00,0.00,FR24,
496.71,ZY_L,20,25,7,1.00,0.00,,
496.71,ZY_M,1,28,8,0.00,0.00,,
496.71,ZY01,2,28,8,1.00,0.00,,
497.48,ZY_M,1,11,9,0.00,0.13,,
497.62,ZY_M,1,11,9,0.00,0.00,,
497.62,ZY01,2,11,9,1.00,0.00,,
498.62,ZY02,3,28,8,1.00,0.00,FR28,
498.62,ZY03,4,28,8,1.00,0.00,FR8,
498.62,ZY04,5,28,8,3.35,0.00,FR16,MR16
498.62,ZY05,6,28,8,3.35,0.00,FR12,MR12
498.62,ZY06,7,28,8,4.00,0.00,FR24,
498.62,ZY_L,20,28,8,1.00,0.00,,
498.62,ZY_Z,0,0,10,1.00,0.00,,
498.71,ZY02,3,11,9,1.00,0.00,FR26,
498.71,ZY03,4,11,9,1.00,0.00,FR6,
498.71,ZY04,5,11,9,3.39,0.00,FR14,MR15
498.71,ZY05,6,11,9,3.39,0.00,FR10,MR11
498.71,ZY06,7,11,9,4.00,0.00,FR22,
498.71,ZY_L,20,11,9,1.00,0.00,,
499.62,ZY_M,1,1,10,0.00,0.30,,
499.71,ZY_M,1,8,6,0.00,0.05,,
499.76,ZY01,2,8,6,1.00,0.00,,
499.76,ZY07,8,8,6,2.11,0.00,FR18,MR07
499.76,ZY08,9,8,6,1.00,0.00,,
499.76,ZY09,10,8,6,2.00,0.00,FR22,
499.76,ZY10,11,8,6,16.00,0.00,FR2,
499.76,ZY13,14,8,6,1.00,0.00,,
499.76,ZY_T,21,8,6,0.11,0.00,,MR19
499.76,ZY_M,1,9,10,0.00,0.21,,
499.97,ZY_M,1,9,10,0.00,0.00,,
499.97,ZY01,2,9,10,1.00,0.00,,
500.71,ZY_Z,0,0,11,1.00,0.00,,
500.71,ZY_M,1,1,7,0.00,0.25,,
500.97,ZY01,2,1,7,1.00,0.00,,
500.97,ZY07,8,1,7,2.12,0.00,FR17,MR06
500.97,ZY08,9,1,7,1.00,0.00,,
500.97,ZY09,10,1,7,2.00,0.00,FR21,
500.97,ZY10,11,1,7,16.00,0.00,FR1,
500.97,ZY13,14,1,7,1.00,0.00,,
500.97,ZY_T,21,1,7,0.12,0.00,,MR23
500.97,ZY02,3,9,10,1.00,0.00,FR26,
500.97,ZY03,4,9,10,1.00,0.00,FR6,
500.97,ZY04,5,9,10,3.00,0.00,FR14,MR14
500.97,ZY05,6,9,10,3.00,0.00,FR10,MR10
500.97,ZY06,7,9,10,4.45,0.00,,MR04
500.97,ZY_L,20,9,10,1.00,0.00,,
501.71,ZY_M,1,25,11,0.00,0.23,,
501.94,ZY_M,1,25,11,0.00,0.00,,
501.94,ZY01,2,25,11,1.00,0.00,,
502.62,ZY_M,1,12,8,0.00,0.24,,
502.71,ZY_M,1,16,9,0.00,0.24,,
502.85,ZY01,2,12,8,1.00,0.00,,
502.85,ZY07,8,12,8,2.23,0.00,FR18,MR09
502.85,ZY08,9,12,8,1.00,0.00,,
502.85,ZY09,10,12,8,2.00,0.00,FR22,
502.85,ZY10,11,12,8,16.00,0.00,FR2,
502.85,ZY13,14,12,8,1.00,0.00,,
502.85,ZY_T,21,12,8,0.15,0.00,,MR24
502.85,ZY_M,1,28,9,0.00,0.27,,
503.12,ZY01,2,28,9,1.00,0.00,,
503.12,ZY07,8,28,9,2.35,0.00,FR20,MR08
503.12,ZY08,9,28,9,1.00,0.00,,
503.12,ZY09,10,28,9,2.00,0.00,FR24,
503.12,ZY10,11,28,9,16.00,0.00,FR4,
503.12,ZY13,14,28,9,1.00,0.00,,
503.12,ZY_T,21,28,9,0.17,0.00,,MR21
503.12,ZY02,3,25,11,1.00,0.00,FR28,
503.12,ZY03,4,25,11,1.00,0.00,FR8,
503.12,ZY04,5,25,11,3.00,0.00,FR16,MR17
503.12,ZY05,6,25,11,3.00,0.00,FR12,MR13
503.12,ZY06,7,25,11,4.00,0.00,FR24,
503.12,ZY_L,20,25,11,1.00,0.00,,
505.42,ZY_M,1,11,10,0.00,0.07,,
505.49,ZY01,2,11,10,1.00,0.00,,
505.49,ZY08,9,11,10,1.00,0.00,,
505.49,ZY09,10,11,10,2.12,0.00,,MR04
505.49,ZY13,14,11,10,1.00,0.00,,
505.49,ZY_T,21,11,10,0.22,0.00,,MR25
507.12,ZY_M,1,9,11,0.00,0.23,,
507.35,ZY01,2,9,11,1.00,0.00,,
507.35,ZY08,9,9,11,1.00,0.00,,
507.35,ZY13,14,9,11,1.00,0.00,,
507.35,ZY_T,21,9,11,0.32,0.00,,MR18
508.35,ZY11,12,11,10,1.00,0.00,,
508.35,ZY12,13,11,10,20.00,0.00,,
515.76,ZY07,8,9,11,2.08,0.00,FR18,MR07
515.76,ZY09,10,9,11,2.00,0.00,FR22,
515.76,ZY10,11,9,11,16.00,0.00,FR2,
515.76,ZY11,12,9,11,1.00,0.00,,
515.76,ZY12,13,9,11,20.00,0.00,,
516.97,ZY11,12,8,6,1.00,0.00,,
516.97,ZY12,13,8,6,20.00,0.00,,
518.85,ZY11,12,1,7,1.00,0.00,,
518.85,ZY12,13,1,7,20.00,0.00,,
519.12,ZY11,12,12,8,1.00,0.00,,
519.12,ZY12,13,12,8,20.00,0.00,,
528.35,ZY11,12,28,9,1.00,0.00,,
528.35,ZY12,13,28,9,20.00,0.00,,
535.76,ZY07,8,11,10,2.08,0.00,FR18,MR09
535.76,ZY10,11,11,10,16.00,0.00,FR2,
536.97,ZY14,15,9,11,2.00,0.00,,
538.85,ZY14,15,8,6,2.00,0.00,,
538.97,ZY14,15,1,7,2.00,0.00,,
539.12,ZY15,16,9,11,5.00,0.00,,
540.85,ZY14,15,12,8,2.00,0.00,,
540.97,ZY15,16,8,6,5.00,0.00,,
542.85,ZY15,16,1,7,5.00,0.00,,
544.12,ZY15,16,12,8,5.00,0.00,,
545.97,ZY16,17,9,11,1.00,0.00,,
546.97,ZY16,17,8,6,1.00,0.00,,
547.85,ZY17,18,9,11,1.00,0.00,,
547.97,ZY16,17,1,7,1.00,0.00,,
548.35,ZY17,18,8,6,1.00,0.00,,
548.85,ZY14,15,28,9,2.00,0.00,,
548.97,ZY18,19,9,11,3.00,0.00,,
549.12,ZY17,18,1,7,1.00,0.00,,
549.35,ZY16,17,12,8,1.00,0.00,,
550.12,ZY18,19,8,6,3.00,0.00,,
550.35,ZY18,19,1,7,3.00,0.00,,
550.85,ZY17,18,12,8,1.00,0.00,,
551.76,ZY15,16,28,9,5.00,0.00,,
551.85,ZY14,15,11,10,2.00,0.00,,
551.97,ZY18,19,12,8,3.00,0.00,,
554.97,ZY15,16,11,10,5.00,0.00,,
559.97,ZY16,17,28,9,1.00,0.00,,
560.97,ZY16,17,11,10,1.00,0.00,,
560.97,ZY_Z,0,0,12,1.00,0.00,,
561.97,ZY17,18,28,9,1.00,0.00,,
561.97,ZY_M,1,16,12,0.00,0.32,,
562.29,ZY17,18,11,10,1.00,0.00,,
562.29,ZY_M,1,16,12,0.00,0.00,,
562.29,ZY01,2,16,12,1.00,0.00,,
562.29,ZY_Z,0,0,13,1.00,0.00,,
563.29,ZY18,19,28,9,3.00,0.00,,
563.29,ZY_M,1,27,13,0.00,0.25,,
563.54,ZY18,19,11,10,3.00,0.00,,
563.54,ZY02,3,16,12,1.00,0.00,FR27,
563.54,ZY03,4,16,12,1.00,0.00,FR7,
563.54,ZY04,5,16,12,3.25,0.00,FR15,MR17
563.54,ZY05,6,16,12,3.25,0.00,FR11,MR13
563.54,ZY06,7,16,12,4.00,0.00,FR23,
563.54,ZY_L,20,16,12,1.00,0.00,,
563.54,ZY_M,1,27,13,0.00,0.00,,
563.54,ZY01,2,27,13,1.00,0.00,,
564.54,ZY_Z,0,0,14,1.00,0.00,,
565.54,ZY02,3,27,13,1.00,0.00,FR28,
565.54,ZY03,4,27,13,1.00,0.00,FR8,
565.54,ZY04,5,27,13,3.06,0.00,FR16,MR16
565.54,ZY05,6,27,13,3.06,0.00,FR12,MR12
565.54,ZY06,7,27,13,4.00,0.00,FR24,
565.54,ZY_L,20,27,13,1.00,0.00,,
565.54,ZY_M,1,25,14,0.00,0.23,,
565.77,ZY_M,1,25,14,0.00,0.00,,
565.77,ZY01,2,25,14,1.00,0.00,,
566.29,ZY_Z,0,0,15,1.00,0.00,,
567.29,ZY02,3,25,14,1.00,0.00,FR28,
567.29,ZY03,4,25,14,1.00,0.00,FR8,
567.29,ZY04,5,25,14,3.35,0.00,FR16,MR15
567.29,ZY05,6,25,14,3.35,0.00,FR12,MR11
567.29,ZY06,7,25,14,4.00,0.00,FR24,
567.29,ZY_L,20,25,14,1.00,0.00,,
567.29,ZY_M,1,7,15,0.00,0.18,,
567.47,ZY_M,1,7,15,0.00,0.00,,
567.47,ZY01,2,7,15,1.00,0.00,,
567.54,ZY_M,1,22,12,0.00,0.13,,
567.68,ZY01,2,22,12,1.00,0.00,,
567.68,ZY07,8,22,12,2.33,0.00,FR19,MR08
567.68,ZY08,9,22,12,1.00,0.00,,
567.68,ZY09,10,22,12,2.00,0.00,FR23,
567.68,ZY10,11,22,12,16.00,0.00,FR3,
567.68,ZY13,14,22,12,1.00,0.00,,
567.68,ZY_T,21,22,12,0.11,0.00,,MR22
568.47,ZY_Z,0,0,16,1.00,0.00,,
569.47,ZY02,3,7,15,1.00,0.00,FR26,
569.47,ZY03,4,7,15,1.00,0.00,FR6,
569.47,ZY04,5,7,15,3.12,0.00,FR14,MR14
569.47,ZY05,6,7,15,3.12,0.00,FR10,MR10
569.47,ZY06,7,7,15,4.00,0.00,FR22,
569.47,ZY_L,20,7,15,1.00,0.00,,
569.47,ZY_M,1,16,16,0.00,0.32,,
569.54,ZY_M,1,21,13,0.00,0.13,,
569.68,ZY01,2,21,13,1.00,0.00,,
569.68,ZY07,8,21,13,2.50,0.00,FR19,MR06
569.68,ZY08,9,21,13,1.00,0.00,,
569.68,ZY09,10,21,13,2.00,0.00,FR23,
569.68,ZY10,11,21,13,16.00,0.00,FR3,
569.68,ZY13,14,21,13,1.00,0.00,,
569.68,ZY_T,21,21,13,0.11,0.00,,MR20
569.79,ZY_M,1,16,16,0.00,0.00,,
569.79,ZY01,2,16,16,1.00,0.00,,
570.79,ZY_Z,0,0,17,1.00,0.00,,
571.29,ZY02,3,16,16,1.00,0.00,FR27,
571.29,ZY03,4,16,16,1.00,0.00,FR7,
571.29,ZY04,5,16,16,3.00,0.00,FR15,MR17
571.29,ZY05,6,16,16,3.00,0.00,FR11,MR13
571.29,ZY06,7,16,16,4.40,0.00,,MR04
571.29,ZY_L,20,16,16,1.00,0.00,,
571.29,ZY_M,1,27,14,0.00,0.07,,
571.37,ZY01,2,27,14,1.00,0.00,,
571.37,ZY07,8,27,14,2.45,0.00,FR20,MR09
571.37,ZY08,9,27,14,1.00,0.00,,
571.37,ZY09,10,27,14,2.00,0.00,FR24,
571.37,ZY10,11,27,14,16.00,0.00,FR4,
571.37,ZY13,14,27,14,1.00,0.00,,
571.37,ZY_T,21,27,14,0.06,0.00,,MR21
571.79,ZY_M,1,25,17,0.00,0.23,,
572.02,ZY_M,1,25,17,0.00,0.00,,
572.02,ZY01,2,25,17,1.00,0.00,,
573.47,ZY02,3,25,17,1.00,0.00,FR28,
573.47,ZY03,4,25,17,1.00,0.00,FR8,
573.47,ZY04,5,25,17,3.00,0.00,FR16,MR15
573.47,ZY05,6,25,17,3.00,0.00,FR12,MR11
573.47,ZY06,7,25,17,4.00,0.00,FR24,
573.47,ZY_L,20,25,17,1.00,0.00,,
573.47,ZY_M,1,17,15,0.00,0.33,,
573.80,ZY01,2,17,15,1.00,0.00,,
573.80,ZY08,9,17,15,1.00,0.00,,
573.80,ZY13,14,17,15,1.00,0.00,,
573.80,ZY_T,21,17,15,0.35,0.00,,MR23
575.69,ZY09,10,17,15,2.08,0.00,,MR04
575.69,ZY11,12,17,15,1.00,0.00,,
575.69,ZY12,13,17,15,20.00,0.00,,
575.69,ZY_M,1,7,16,0.00,0.28,,
575.98,ZY01,2,7,16,1.00,0.00,,
575.98,ZY07,8,7,16,2.12,0.00,FR18,MR07
575.98,ZY08,9,7,16,1.00,0.00,,
575.98,ZY09,10,7,16,2.00,0.00,FR22,
575.98,ZY10,11,7,16,16.00,0.00,FR2,
575.98,ZY13,14,7,16,1.00,0.00,,
575.98,ZY_T,21,7,16,0.06,0.00,,MR19
577.47,ZY_M,1,16,17,0.00,0.15,,
577.62,ZY01,2,16,17,1.00,0.00,,
577.62,ZY08,9,16,17,1.00,0.00,,
577.62,ZY13,14,16,17,1.00,0.00,,
577.62,ZY_T,21,16,17,0.08,0.00,,MR23
583.68,ZY07,8,16,17,2.22,0.00,FR19,MR08
583.68,ZY09,10,16,17,2.00,0.00,FR23,
583.68,ZY10,11,16,17,16.00,0.00,FR3,
583.68,ZY11,12,16,17,1.00,0.00,,
583.68,ZY12,13,16,17,20.00,0.00,,
585.68,ZY11,12,22,12,1.00,0.00,,
585.68,ZY12,13,22,12,20.00,0.00,,
587.37,ZY11,12,21,13,1.00,0.00,,
587.37,ZY12,13,21,13,20.00,0.00,,
591.98,ZY11,12,27,14,1.00,0.00,,
591.98,ZY12,13,27,14,20.00,0.00,,
595.69,ZY11,12,7,16,1.00,0.00,,
595.69,ZY12,13,7,16,20.00,0.00,,
603.68,ZY07,8,17,15,2.08,0.00,FR19,MR08
603.68,ZY10,11,17,15,16.00,0.00,FR3,
605.68,ZY14,15,16,17,2.00,0.00,,
607.37,ZY14,15,22,12,2.00,0.00,,
607.68,ZY14,15,21,13,2.00,0.00,,
609.37,ZY15,16,16,17,5.00,0.00,,
609.68,ZY15,16,22,12,5.00,0.00,,
611.98,ZY15,16,21,13,5.00,0.00,,
614.37,ZY14,15,27,14,2.00,0.00,,
614.68,ZY16,17,16,17,1.00,0.00,,
