time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
485.00,ZY_M,1,4,5,0.00,0.20,,
485.20,ZY_M,1,4,5,0.00,0.00,,
485.20,ZY01,2,4,5,1.00,0.00,,
486.50,ZY02,3,4,5,1.00,0.00,FR25,
486.50,ZY03,4,4,5,1.00,0.00,FR5,
486.50,ZY04,5,4,5,3.16,0.00,FR13,MR14
486.50,ZY05,6,4,5,3.16,0.00,FR9,MR10
486.50,ZY06,7,4,5,4.00,0.00,FR21,
486.50,ZY_L,20,4,5,1.00,0.00,,
490.60,ZY01,2,4,5,1.00,0.00,,
490.60,ZY07,8,4,5,2.16,0.00,FR17,MR06
490.60,ZY08,9,4,5,1.00,0.00,,
490.60,ZY09,10,4,5,2.00,0.00,FR21,
490.60,ZY10,11,4,5,16.00,0.00,FR1,
490.60,ZY13,14,4,5,1.00,0.00,,
490.60,ZY_T,21,4,5,0.16,0.00,,MR18
500.00,ZY_T,21,16,0,0.00,0.19,,MR20
500.00,ZY_T,21,15,1,0.00,0.39,,MR21
500.00,ZY_T,21,11,2,0.00,0.07,,MR19
500.00,ZY_T,21,11,3,0.00,0.41,,MR22
500.00,ZY_T,21,11,4,0.00,0.42,,MR23
500.00,ZY_Z,0,0,6,1.00,0.00,,
500.07,ZY_M,1,11,2,0.00,0.00,,
500.07,ZY07,8,11,2,2.11,0.00,FR18,MR07
500.07,ZY08,9,11,2,1.00,0.00,,
500.07,ZY09,10,11,2,2.00,0.00,FR22,
500.07,ZY10,11,11,2,16.00,0.00,FR2,
500.07,ZY13,14,11,2,1.00,0.00,,
500.07,ZY_T,21,11,2,0.00,0.00,,MR19
500.19,ZY_M,1,16,0,0.00,0.00,,
500.19,ZY07,8,16,0,2.06,0.00,FR19,MR08
500.19,ZY08,9,16,0,1.00,0.00,,
500.19,ZY09,10,16,0,2.00,0.00,FR23,
500.19,ZY10,11,16,0,16.00,0.00,FR3,
500.19,ZY13,14,16,0,1.00,0.00,,
500.19,ZY_T,21,16,0,0.00,0.00,,MR20
500.39,ZY_M,1,15,1,0.00,0.00,,
500.39,ZY07,8,15,1,2.28,0.00,FR19,MR09
500.39,ZY08,9,15,1,1.00,0.00,,
500.39,ZY09,10,15,1,2.00,0.00,FR23,
500.39,ZY10,11,15,1,16.00,0.00,FR3,
500.39,ZY13,14,15,1,1.00,0.00,,
500.39,ZY_T,21,15,1,0.00,0.00,,MR21
500.41,ZY_M,1,11,3,0.00,0.00,,
500.41,ZY08,9,11,3,1.00,0.00,,
500.41,ZY09,10,11,3,2.00,0.00,FR22,
500.41,ZY10,11,11,3,16.00,0.00,FR2,
500.41,ZY13,14,11,3,1.00,0.00,,
500.41,ZY_T,21,11,3,0.00,0.00,,MR22
500.42,ZY06,7,11,4,1.12,0.00,,MR04
501.00,ZY_M,1,13,6,0.00,0.12,,
501.12,ZY_M,1,13,6,0.00,0.00,,
501.12,ZY01,2,13,6,1.00,0.00,,
502.12,ZY_M,1,11,4,0.00,0.00,,
502.12,ZY08,9,11,4,1.00,0.00,,
502.12,ZY09,10,11,4,2.00,0.00,,MR04
502.12,ZY13,14,11,4,1.00,0.00,,
502.12,ZY_T,21,11,4,0.00,0.00,,MR23
504.12,ZY02,3,13,6,1.00,0.00,FR26,
504.12,ZY03,4,13,6,1.00,0.00,FR6,
504.12,ZY04,5,13,6,3.17,0.00,FR14,MR17
504.12,ZY05,6,13,6,3.17,0.00,FR10,MR13
504.12,ZY06,7,13,6,4.11,0.00,,MR04
504.12,ZY_L,20,13,6,1.00,0.00,,
506.60,ZY07,8,11,4,2.39,0.00,FR18,MR06
506.60,ZY11,12,11,4,1.00,0.00,,
506.60,ZY12,13,11,4,20.00,0.00,,
506.60,ZY_Z,0,0,7,1.00,0.00,,
507.60,ZY11,12,4,5,1.00,0.00,,
507.60,ZY12,13,4,5,20.00,0.00,,
507.60,ZY_M,1,23,7,0.00,0.15,,
507.75,ZY_M,1,23,7,0.00,0.00,,
507.75,ZY01,2,23,7,1.00,0.00,,
