time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
480.00,ZY_Z,0,0,8,1.00,0.00,,
480.00,ZY_M,1,15,11,0.00,0.25,,
480.25,ZY_M,1,15,11,0.00,0.00,,
480.25,ZY01,2,15,11,1.00,0.00,,
481.00,ZY_Z,0,0,9,1.00,0.00,,
481.00,ZY_M,1,21,8,0.00,0.35,,
481.25,ZY02,3,11,6,1.00,0.00,FR26,
481.25,ZY03,4,11,6,1.00,0.00,FR6,
481.25,ZY05,6,11,6,3.11,0.00,FR10,MR11
481.25,ZY06,7,11,6,4.00,0.00,FR22,
481.25,ZY_L,20,11,6,1.00,0.00,,
481.25,ZY_M,1,15,8,0.00,0.29,,
481.50,ZY02,3,15,11,1.00,0.00,FR27,
481.50,ZY03,4,15,11,1.00,0.00,FR7,
481.50,ZY04,5,15,11,3.00,0.00,FR15,MR16
481.50,ZY05,6,15,11,3.00,0.00,FR11,MR12
481.50,ZY06,7,15,11,4.00,0.00,FR23,
481.50,ZY_L,20,15,11,1.00,0.00,,
481.50,ZY_M,1,21,8,0.00,0.35,,
481.85,ZY_M,1,21,8,0.00,0.00,,
481.85,ZY01,2,21,8,1.00,0.00,,
482.00,ZY_Z,0,0,10,1.00,0.00,,
482.00,ZY_M,1,10,9,0.00,0.16,,
482.16,ZY03,4,10,5,1.00,0.00,FR6,
482.16,ZY04,5,10,5,3.12,0.00,FR14,MR15
482.16,ZY05,6,10,5,3.23,0.00,FR10,MR10
482.16,ZY06,7,10,5,4.00,0.00,FR22,
482.16,ZY_L,20,10,5,1.00,0.00,,
482.16,ZY_M,1,10,9,0.00,0.00,,
482.16,ZY01,2,10,9,1.00,0.00,,
482.50,ZY02,3,12,7,1.00,0.00,FR26,
482.50,ZY03,4,12,7,1.39,0.00,,MR01
482.50,ZY04,5,12,7,3.23,0.00,FR14,MR17
482.50,ZY06,7,12,7,4.12,0.00,,MR04
482.50,ZY_L,20,12,7,1.00,0.00,,
482.85,ZY02,3,8,3,1.00,0.00,FR30,
482.85,ZY04,5,8,3,3.23,0.00,,MR03;MR14
482.85,ZY_L,20,8,3,1.00,0.00,,
483.00,ZY02,3,21,8,1.00,0.00,FR27,
483.00,ZY03,4,21,8,1.00,0.00,FR7,
483.00,ZY05,6,21,8,3.32,0.00,FR11,MR13
483.00,ZY06,7,21,8,4.00,0.00,FR23,
483.00,ZY_L,20,21,8,1.00,0.00,,
483.00,ZY_M,1,14,10,0.00,0.15,,
483.15,ZY02,3,7,2,1.00,0.00,FR30,
483.15,ZY_L,20,7,2,1.00,0.00,,
483.15,ZY_M,1,14,10,0.00,0.00,,
483.15,ZY01,2,14,10,1.00,0.00,,
