time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
480.00,ZY_Z,0,0,8,1.00,0.00,,
480.00,ZY_M,1,21,11,0.00,0.16,,
480.16,ZY_M,1,21,11,0.00,0.00,,
480.16,ZY01,2,21,11,1.00,0.00,,
481.00,ZY_Z,0,0,6,1.00,0.00,,
481.00,ZY_M,1,1,8,0.00,0.30,,
481.16,ZY_M,1,21,8,0.00,0.35,,
481.50,ZY02,3,21,11,1.00,0.00,FR27,
481.50,ZY03,4,21,11,1.00,0.00,FR7,
481.50,ZY04,5,21,11,3.22,0.00,FR15,MR16
481.50,ZY05,6,21,11,3.22,0.00,FR11,MR12
481.50,ZY06,7,21,11,4.00,0.00,FR23,
481.50,ZY_L,20,21,11,1.00,0.00,,
481.50,ZY_M,1,1,8,0.00,0.30,,
481.80,ZY_M,1,1,8,0.00,0.00,,
481.80,ZY01,2,1,8,1.00,0.00,,
482.00,ZY_Z,0,0,0,1.00,0.00,,
482.00,ZY02,3,10,5,1.00,0.00,FR26,
482.00,ZY03,4,10,5,1.00,0.00,FR6,
482.00,ZY04,5,10,5,3.12,0.00,FR14,MR15
482.00,ZY05,6,10,5,3.12,0.00,FR10,MR11
482.00,ZY06,7,10,5,4.00,0.00,FR22,
482.00,ZY_L,20,10,5,1.00,0.00,,
482.50,ZY02,3,12,7,1.00,0.00,FR26,
482.50,ZY03,4,12,7,1.00,0.00,FR6,
482.50,ZY04,5,12,7,3.23,0.00,FR14,MR17
482.50,ZY06,7,12,7,4.00,0.00,FR22,
482.50,ZY_L,20,12,7,1.00,0.00,,
482.80,ZY02,3,8,3,1.00,0.00,FR30,
482.80,ZY03,4,8,3,1.36,0.00,,MR01
482.80,ZY04,5,8,3,3.23,0.00,,MR03;MR14
482.80,ZY06,7,8,3,4.22,0.00,,MR04
482.80,ZY_L,20,8,3,1.00,0.00,,
483.00,ZY02,3,1,8,1.00,0.00,FR25,
483.00,ZY03,4,1,8,1.00,0.00,FR5,
483.00,ZY05,6,1,8,3.00,0.00,FR9,MR10
483.00,ZY06,7,1,8,4.00,0.00,FR21,
483.00,ZY_L,20,1,8,1.00,0.00,,
483.00,ZY_Z,0,0,1,1.00,0.00,,
484.00,ZY02,3,7,2,1.00,0.00,FR30,
484.00,ZY05,6,7,2,3.39,0.00,FR10,MR13
484.00,ZY_L,20,7,2,1.00,0.00,,
484.00,ZY_Z,0,0,4,1.00,0.00,,
485.00,ZY_Z,0,0,9,1.00,0.00,,
486.00,ZY01,2,21,11,1.00,0.00,,
486.00,ZY07,8,21,11,2.22,0.00,FR19,MR08
486.00,ZY08,9,21,11,1.00,0.00,,
486.00,ZY09,10,21,11,2.00,0.00,FR23,
486.00,ZY13,14,21,11,1.00,0.00,,
486.00,ZY_T,21,21,11,0.32,0.00,,MR21
486.00,ZY_Z,0,0,10,1.00,0.00,,
486.00,ZY_M,1,26,9,0.00,0.25,,
486.25,ZY01,2,10,5,1.00,0.00,,
486.25,ZY08,9,10,5,1.00,0.00,,
486.25,ZY09,10,10,5,2.00,0.00,FR22,
486.25,ZY10,11,10,5,9.00,0.00,FR2,
486.25,ZY13,14,10,5,1.00,0.00,,
486.25,ZY_T,21,10,5,0.12,0.00,,MR19
486.25,ZY_M,1,26,9,0.00,0.00,,
486.25,ZY01,2,26,9,1.00,0.00,,
487.00,ZY01,2,12,7,1.00,0.00,,
487.00,ZY07,8,12,7,2.18,0.00,FR18,MR07
487.00,ZY08,9,12,7,1.00,0.00,,
487.00,ZY09,10,12,7,2.00,0.00,FR22,
487.00,ZY10,11,12,7,5.00,0.00,FR2,
487.00,ZY13,14,12,7,1.00,0.00,,
487.00,ZY_T,21,12,7,0.15,0.00,,MR22
487.00,ZY_M,1,19,10,0.00,0.31,,
487.02,ZY01,2,1,8,1.00,0.00,,
487.02,ZY07,8,1,8,2.00,0.00,FR17,MR06
487.02,ZY08,9,1,8,1.00,0.00,,
487.02,ZY09,10,1,8,2.00,0.00,FR21,
487.02,ZY10,11,1,8,14.00,0.00,FR1,
487.02,ZY13,14,1,8,1.00,0.00,,
487.02,ZY_T,21,1,8,0.00,0.00,,MR18
487.02,ZY_Z,0,0,3,1.00,0.00,,
487.25,ZY_M,1,26,10,0.00,0.25,,
487.39,ZY02,3,26,9,1.00,0.00,FR28,
487.39,ZY03,4,26,9,1.00,0.00,FR8,
487.39,ZY04,5,26,9,3.18,0.00,FR16,MR16
487.39,ZY05,6,26,9,3.18,0.00,FR12,MR12
487.39,ZY06,7,26,9,4.00,0.00,FR24,
487.39,ZY_L,20,26,9,1.00,0.00,,
487.39,ZY_M,1,19,10,0.00,0.31,,
487.70,ZY01,2,7,2,1.00,0.00,,
487.70,ZY07,8,7,2,2.39,0.00,FR18,MR09
487.70,ZY_T,21,7,2,0.30,0.00,,MR23
487.70,ZY_M,1,19,10,0.00,0.00,,
487.70,ZY01,2,19,10,1.00,0.00,,
488.02,ZY_M,1,15,3,0.00,0.29,,
488.22,ZY_M,1,21,3,0.00,0.35,,
488.57,ZY_M,1,21,3,0.00,0.00,,
488.57,ZY01,2,21,3,1.00,0.00,,
488.57,ZY07,8,21,3,2.00,0.00,FR19,MR08
488.57,ZY08,9,21,3,1.00,0.00,,
488.57,ZY09,10,21,3,2.00,0.00,FR23,
488.57,ZY13,14,21,3,1.00,0.00,,
488.57,ZY_T,21,21,3,0.00,0.00,,MR21
488.57,ZY11,12,21,11,1.00,0.00,,
488.57,ZY12,13,21,11,20.00,0.00,,
490.09,ZY02,3,19,10,1.00,0.00,FR27,
490.09,ZY03,4,19,10,1.00,0.00,FR7,
490.09,ZY04,5,19,10,3.40,0.00,FR15,MR15
490.09,ZY05,6,19,10,3.39,0.00,FR11,MR10
490.09,ZY06,7,19,10,4.00,0.00,FR23,
490.09,ZY_L,20,19,10,1.00,0.00,,
490.09,ZY_Z,0,0,2,1.00,0.00,,
491.09,ZY11,12,21,3,1.00,0.00,,
491.09,ZY12,13,21,3,20.00,0.00,,
492.00,ZY01,2,26,9,1.00,0.00,,
492.00,ZY07,8,26,9,2.18,0.00,FR20,MR08
492.00,ZY08,9,26,9,1.00,0.00,,
492.00,ZY09,10,26,9,2.00,0.00,FR24,
492.00,ZY10,11,26,9,12.00,0.00,FR4,
492.00,ZY13,14,26,9,1.00,0.00,,
492.00,ZY_T,21,26,9,0.18,0.00,,MR21
492.00,ZY_Z,0,0,7,1.00,0.00,,
495.25,ZY01,2,19,10,1.00,0.00,,
495.25,ZY07,8,19,10,2.43,0.00,FR19,MR07
495.25,ZY08,9,19,10,1.00,0.00,,
495.25,ZY09,10,19,10,2.00,0.00,FR23,
495.25,ZY13,14,19,10,1.00,0.00,,
495.25,ZY_T,21,19,10,0.40,0.00,,MR19
495.25,ZY_Z,0,0,5,1.00,0.00,,
501.02,ZY11,12,19,10,1.00,0.00,,
501.02,ZY12,13,19,10,20.00,0.00,,
501.02,ZY_Z,0,0,12,1.00,0.00,,
502.02,ZY04,5,1,8,3.23,0.00,FR13,MR14
502.02,ZY11,12,1,8,1.00,0.00,,
502.02,ZY12,13,1,8,20.00,0.00,,
502.02,ZY_M,1,7,12,0.00,0.18,,
502.20,ZY_M,1,7,12,0.00,0.00,,
502.20,ZY01,2,7,12,1.00,0.00,,
504.00,ZY02,3,7,12,1.00,0.00,FR26,
504.00,ZY03,4,7,12,1.00,0.00,FR6,
504.00,ZY04,5,7,12,3.18,0.00,FR14,MR17
504.00,ZY05,6,7,12,3.00,0.00,FR10,MR13
504.00,ZY06,7,7,12,4.00,0.00,FR22,
504.00,ZY_L,20,7,12,1.00,0.00,,
