time_min,job_code,job_id,site_id,plane_id,proc_min,move_min,FixedDevices,MobileDevices
480.00,ZY_Z,0,0,8,1.00,0.00,,
480.00,ZY_M,1,13,11,0.00,0.41,,
480.41,ZY_M,1,13,11,0.00,0.00,,
480.41,ZY01,2,13,11,1.00,0.00,,
481.00,ZY_Z,0,0,6,1.00,0.00,,
481.00,ZY_M,1,16,8,0.00,0.32,,
481.32,ZY_M,1,16,8,0.00,0.00,,
481.32,ZY01,2,16,8,1.00,0.00,,
481.50,ZY02,3,13,11,1.00,0.00,FR26,
481.50,ZY03,4,13,11,1.00,0.00,FR6,
481.50,ZY04,5,13,11,3.17,0.00,FR14,MR17
481.50,ZY05,6,13,11,3.17,0.00,FR10,MR13
481.50,ZY06,7,13,11,4.00,0.00,FR22,
481.50,ZY_L,20,13,11,1.00,0.00,,
482.00,ZY_Z,0,0,0,1.00,0.00,,
482.20,ZY02,3,10,5,1.00,0.00,FR26,
482.20,ZY03,4,10,5,1.00,0.00,FR6,
482.20,ZY04,5,10,5,3.12,0.00,FR14,MR15
482.20,ZY05,6,10,5,3.12,0.00,FR10,MR11
482.20,ZY06,7,10,5,4.00,0.00,FR22,
482.20,ZY_L,20,10,5,1.00,0.00,,
482.32,ZY02,3,12,7,1.00,0.00,FR30,
482.32,ZY03,4,12,7,1.39,0.00,,MR01
482.32,ZY04,5,12,7,3.35,0.00,,MR03;MR14
482.32,ZY06,7,12,7,4.12,0.00,,MR04
482.32,ZY_L,20,12,7,1.00,0.00,,
482.50,ZY02,3,16,8,1.00,0.00,FR27,
482.50,ZY03,4,16,8,1.00,0.00,FR7,
482.50,ZY04,5,16,8,3.06,0.00,FR15,MR16
482.50,ZY05,6,16,8,3.06,0.00,FR11,MR12
482.50,ZY06,7,16,8,4.00,0.00,FR23,
482.50,ZY_L,20,16,8,1.00,0.00,,
483.00,ZY02,3,8,3,1.00,0.00,FR30,
483.00,ZY_L,20,8,3,1.00,0.00,,
483.00,ZY_Z,0,0,1,1.00,0.00,,
484.00,ZY02,3,7,2,1.00,0.00,FR30,
484.00,ZY05,6,7,2,3.36,0.00,,MR02;MR10
484.00,ZY_L,20,7,2,1.00,0.00,,
484.00,ZY_Z,0,0,3,1.00,0.00,,
485.00,ZY_L,20,9,4,1.00,0.00,,
485.00,ZY_Z,0,0,9,1.00,0.00,,
485.00,ZY_M,1,17,3,0.00,0.36,,
485.36,ZY_M,1,17,3,0.00,0.00,,
485.36,ZY01,2,17,3,1.00,0.00,,
485.36,ZY07,8,17,3,2.12,0.00,FR19,MR08
485.36,ZY_T,21,17,3,0.35,0.00,,MR18
486.00,ZY01,2,13,11,1.00,0.00,,
486.00,ZY07,8,13,11,2.17,0.00,FR18,MR09
486.00,ZY08,9,13,11,1.00,0.00,,
486.00,ZY09,10,13,11,2.00,0.00,FR22,
486.00,ZY10,11,13,11,3.00,0.00,FR2,
486.00,ZY13,14,13,11,1.00,0.00,,
486.00,ZY_T,21,13,11,0.17,0.00,,MR21
486.00,ZY_Z,0,0,4,1.00,0.00,,
486.00,ZY_M,1,23,9,0.00,0.15,,
486.15,ZY_M,1,23,9,0.00,0.00,,
486.15,ZY01,2,23,9,1.00,0.00,,
486.45,ZY01,2,10,5,1.00,0.00,,
486.45,ZY08,9,10,5,1.00,0.00,,
486.45,ZY09,10,10,5,2.00,0.00,FR22,
486.45,ZY10,11,10,5,9.00,0.00,FR2,
486.45,ZY13,14,10,5,1.00,0.00,,
486.45,ZY_T,21,10,5,0.12,0.00,,MR19
486.50,ZY01,2,12,7,1.00,0.00,,
486.50,ZY07,8,12,7,2.18,0.00,FR18,MR07
486.50,ZY08,9,12,7,1.00,0.00,,
486.50,ZY09,10,12,7,2.00,0.00,,MR04
486.50,ZY13,14,12,7,1.00,0.00,,
486.50,ZY_T,21,12,7,0.15,0.00,,MR22
487.00,ZY01,2,16,8,1.00,0.00,,
487.00,ZY07,8,16,8,2.28,0.00,FR19,MR06
487.00,ZY08,9,16,8,1.00,0.00,,
487.00,ZY09,10,16,8,2.00,0.00,FR23,
487.00,ZY13,14,16,8,1.00,0.00,,
487.00,ZY_T,21,16,8,0.54,0.00,,MR23
487.00,ZY_Z,0,0,10,1.00,0.00,,
487.00,ZY_M,1,2,4,0.00,0.33,,
487.15,ZY_M,1,23,4,0.00,0.15,,
487.31,ZY_M,1,23,4,0.00,0.00,,
487.31,ZY01,2,23,4,1.00,0.00,,
487.31,ZY09,10,23,4,2.00,0.00,FR24,
487.31,ZY_T,21,23,4,0.26,0.00,,MR24
487.31,ZY02,3,23,9,1.00,0.00,FR28,
487.31,ZY03,4,23,9,1.00,0.00,FR8,
487.31,ZY04,5,23,9,3.17,0.00,FR16,MR17
487.31,ZY05,6,23,9,3.17,0.00,FR12,MR13
487.31,ZY06,7,23,9,4.00,0.00,FR24,
487.31,ZY_L,20,23,9,1.00,0.00,,
487.49,ZY01,2,7,2,1.00,0.00,,
487.49,ZY_T,21,7,2,0.30,0.00,,MR25
488.00,ZY03,4,17,3,1.00,0.00,FR7,
488.00,ZY04,5,17,3,3.08,0.00,FR15,MR16
488.00,ZY06,7,17,3,4.00,0.00,FR23,
488.00,ZY_M,1,2,10,0.00,0.33,,
488.33,ZY_M,1,2,10,0.00,0.00,,
488.33,ZY01,2,2,10,1.00,0.00,,
488.49,ZY_Z,0,0,2,1.00,0.00,,
489.00,ZY10,11,12,7,5.00,0.00,FR2,
489.00,ZY11,12,12,7,1.00,0.00,,
489.00,ZY12,13,12,7,20.00,0.00,,
489.28,ZY11,12,13,11,1.00,0.00,,
489.28,ZY12,13,13,11,20.00,0.00,,
489.31,ZY11,12,16,8,1.00,0.00,,
489.31,ZY12,13,16,8,20.00,0.00,,
489.33,ZY02,3,23,4,1.00,0.00,FR28,
489.33,ZY03,4,23,4,1.00,0.00,FR8,
489.33,ZY04,5,23,4,3.23,0.00,FR16,MR14
489.33,ZY05,6,23,4,3.28,0.00,FR12,MR11
489.49,ZY02,3,2,10,1.00,0.00,FR25,
489.49,ZY03,4,2,10,1.00,0.00,FR5,
489.49,ZY04,5,2,10,3.28,0.00,FR13,MR15
489.49,ZY05,6,2,10,3.28,0.00,FR9,MR12
489.49,ZY06,7,2,10,4.00,0.00,FR21,
489.49,ZY_L,20,2,10,1.00,0.00,,
491.31,ZY_M,1,7,9,0.00,0.23,,
491.54,ZY01,2,7,9,1.00,0.00,,
491.54,ZY07,8,7,9,2.18,0.00,FR18,MR07
491.54,ZY08,9,7,9,1.00,0.00,,
491.54,ZY09,10,7,9,2.00,0.00,FR22,
491.54,ZY13,14,7,9,1.00,0.00,,
491.54,ZY_T,21,7,9,0.00,0.00,,MR25
492.62,ZY08,9,17,3,1.00,0.00,,
492.62,ZY09,10,17,3,2.00,0.00,FR23,
492.62,ZY13,14,17,3,1.00,0.00,,
493.49,ZY07,8,23,4,2.17,0.00,FR20,MR09
493.49,ZY08,9,23,4,1.00,0.00,,
493.49,ZY10,11,23,4,10.00,0.00,FR4,
493.49,ZY13,14,23,4,1.00,0.00,,
493.72,ZY01,2,2,10,1.00,0.00,,
493.72,ZY07,8,2,10,2.28,0.00,FR17,MR06
493.72,ZY08,9,2,10,1.00,0.00,,
493.72,ZY09,10,2,10,2.00,0.00,FR21,
493.72,ZY10,11,2,10,16.00,0.00,FR1,
493.72,ZY13,14,2,10,1.00,0.00,,
493.72,ZY_T,21,2,10,0.28,0.00,,MR23
494.62,ZY11,12,7,9,1.00,0.00,,
494.62,ZY12,13,7,9,20.00,0.00,,
495.45,ZY11,12,17,3,1.00,0.00,,
495.45,ZY12,13,17,3,20.00,0.00,,
495.45,ZY_Z,0,0,5,1.00,0.00,,
503.49,ZY_Z,0,0,12,1.00,0.00,,
504.49,ZY11,12,23,4,1.00,0.00,,
504.49,ZY12,13,23,4,20.00,0.00,,
504.49,ZY_M,1,4,12,0.00,0.35,,
504.84,ZY_M,1,4,12,0.00,0.00,,
504.84,ZY01,2,4,12,1.00,0.00,,
505.84,ZY_Z,0,0,13,1.00,0.00,,
506.84,ZY02,3,4,12,1.00,0.00,FR25,
506.84,ZY03,4,4,12,1.00,0.00,FR5,
506.84,ZY04,5,4,12,3.12,0.00,FR13,MR15
